id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
2146,6,11,리턴밸리브리,한,수,3세,56,신형철,홍대유,김인호,514,3.6,2.3,,6-   -   - 7- 7- 7- 6,00:14.0,  ,  ,00:25.2,00:37.5,00:43.8,  ,01:17.7,2021년05월08일(토),맑음,다습,국6등급,1200M
2147,7,4,주말의시작,한,암,3세,52,임다빈,박윤규,김광영,464,9.1,3.1,,5-   -   - 6- 8- 9- 9,00:13.9,  ,  ,00:25.2,00:37.9,00:44.4,  ,01:17.9,2021년05월08일(토),맑음,다습,국6등급,1200M
2148,8,6,세명캡틴,한,수,3세,56,박을운,서정하,이기철,489,13.3,3.5,,9-   -   - 9- 9- 8- 7,00:14.2,  ,  ,00:25.7,00:38.0,00:44.2,  ,01:18.0,2021년05월08일(토),맑음,다습,국6등급,1200M
2149,9,7,국향,한,암,3세,54,안토니오,박재우,김창만,474,8.2,8.2,망사,12-   -   - 12- 11- 11- 10,00:14.9,  ,  ,00:26.3,00:38.5,00:44.9,  ,01:18.6,2021년05월08일(토),맑음,다습,국6등급,1200M
2150,10,1,베오울프,한,수,3세,56,송재철,송문길,(주)나스카,476,3.1,1.2,,4-   -   - 4- 4- 4- 8,00:13.9,  ,  ,00:24.9,00:37.2,00:43.6,  ,01:18.7,2021년05월08일(토),맑음,다습,국6등급,1200M
2151,11,2,센아이,한,수,3세,56,황순도,임봉춘,금악목장,513,100,17.8,망사눈,10-   -   - 10- 10- 10- 11,00:14.3,  ,  ,00:25.9,00:38.3,00:44.6,  ,01:20.1,2021년05월08일(토),맑음,다습,국6등급,1200M
2152,12,8,금성패션,한,암,3세,54,김옥성,김윤섭,조창규,467,161,12.7,망사눈,11-   -   - 11- 12- 12- 12,00:14.3,  ,  ,00:25.9,00:38.6,00:45.1,  ,01:20.7,2021년05월08일(토),맑음,다습,국6등급,1200M
2153,1,6,르루아블랑,한,암,4세,54,신형철,박천서,박병룡,463,6.2,2,망사눈,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:24.2,00:36.2,00:42.5,  ,01:16.9,2021년05월08일(토),맑음,다습,국6등급,1200M
2154,2,3,라온더타이거,한,거,3세,56,최범현,박종곤,라온산업개발(주),456,4.5,1.2,망사눈,2-   -   - 3- 3- 2- 2,00:13.6,  ,  ,00:24.5,00:36.6,00:42.7,  ,01:17.1,2021년05월08일(토),맑음,다습,국6등급,1200M
2155,3,5,실버드래곤,한,거,5세,56,우에다,임봉춘,지앤지프로덕션,476,3,2,"반가지큰, 망사눈",11-   -   - 11- 11- 9- 5,00:14.7,  ,  ,00:25.8,00:38.1,00:44.3,  ,01:17.5,2021년05월08일(토),맑음,다습,국6등급,1200M
2156,4,11,런던히트,한,암,4세,54,박현우,안해양,임흥호,485,22.5,4.5,"자극판, 망사",3-   -   - 2- 2- 3- 4,00:13.6,  ,  ,00:24.4,00:36.5,00:42.7,  ,01:18.1,2021년05월08일(토),맑음,다습,국6등급,1200M
2157,5,7,로즈데이마린,한,암,4세,54,장추열,홍대유,이경희,457,4.6,2.2,,4-   -   - 4- 4- 5- 3,00:13.7,  ,  ,00:24.6,00:36.7,00:43.0,  ,01:18.2,2021년05월08일(토),맑음,다습,국6등급,1200M
2158,6,12,레드마운틴,한,수,3세,56,김동수,강성오,박순옥,428,78.7,52.9,"망사, 반가지큰",10-   -   - 10- 10- 11- 9,00:14.4,  ,  ,00:25.6,00:37.9,00:44.3,  ,01:18.3,2021년05월08일(토),맑음,다습,국6등급,1200M
2159,7,13,농본락,한,암,4세,54,김효정,배대선,김용래,423,9.4,3.5,망사,7-   -   - 7- 7- 7- 7,00:13.8,  ,  ,00:24.8,00:37.0,00:43.3,  ,01:18.3,2021년05월08일(토),맑음,다습,국6등급,1200M
2160,8,8,오피서커맨딩,한,암,4세,54,박태종,최봉주,윤지중,473,14.9,2.1,망사눈,8-   -   - 8- 8- 8- 8,00:13.9,  ,  ,00:25.0,00:37.5,00:43.9,  ,01:18.6,2021년05월08일(토),맑음,다습,국6등급,1200M
2161,9,1,상승행진,한,수,3세,52,김아현,지용철,곽태훈,463,57.8,7.2,,9-   -   - 9- 9- 10- 10,00:14.2,  ,  ,00:25.5,00:37.9,00:44.3,  ,01:19.2,2021년05월08일(토),맑음,다습,국6등급,1200M
2162,10,10,모던골드,한,수,3세,56,하정훈,심승태,김은갑,455,26.2,5.3,망사눈,6-   -   - 5- 5- 4- 6,00:13.8,  ,  ,00:24.6,00:36.7,00:42.9,  ,01:19.3,2021년05월08일(토),맑음,다습,국6등급,1200M
2163,11,4,럭키어필,한,수,3세,56,부민호,김동철,금악목장,455,56.8,25.6,망사눈,12-   -   - 12- 12- 12- 12,00:14.8,  ,  ,00:26.6,00:39.1,00:45.5,  ,01:19.8,2021년05월08일(토),맑음,다습,국6등급,1200M
2164,12,2,블루카이저,한,암,3세,52,임다빈,정호익,임동현,447,69.1,10.9,"망사눈,JR러깅+,반가지큰-",5-   -   - 6- 6- 6- 11,00:13.8,  ,  ,00:24.8,00:37.0,00:43.3,  ,01:21.3,2021년05월08일(토),맑음,다습,국6등급,1200M
2165,1,12,대한질주,한,수,3세,54,박을운,김동철,박재범,499,2,1.1,승인편자,3-   -   - 2- 2- 2- 1,00:13.6,  ,  ,00:36.3,00:48.4,00:54.7,  ,01:29.4,2021년05월08일(토),맑음,다습,국5등급,1400M
2166,2,7,나인아이,한,수,3세,54,이혁,지용철,금악목장,510,7.9,3,"계란형큰, 망사",4-   -   - 5- 4- 4- 4,00:13.8,  ,  ,00:36.5,00:48.9,00:55.2,  ,01:29.4,2021년05월08일(토),맑음,다습,국5등급,1400M
2167,3,1,서에번쩍,한,수,3세,56,이철경,서인석,김명환,477,2.7,1.4,"반가지큰+, 눈가면,계란형큰-",10-   -   - 4- 3- 3- 2,00:14.2,  ,  ,00:36.5,00:48.4,00:54.7,  ,01:29.5,2021년05월08일(토),맑음,다습,국5등급,1400M
2168,4,9,에이피파텍,한,수,4세,54,먼로,서범석,카도노 시게오,480,15.6,3,"계란형큰, 눈가면",6-   -   - 6- 5- 5- 5,00:13.9,  ,  ,00:36.5,00:48.9,00:55.2,  ,01:29.7,2021년05월08일(토),맑음,다습,국5등급,1400M
2169,5,8,울트라킹,한,거,3세,53.5,임기원,안병기,조명식,484,33.3,2.3,망사눈,2-   -   - 1- 1- 1- 3,00:13.6,  ,  ,00:36.3,00:48.4,00:54.7,  ,01:29.8,2021년05월08일(토),맑음,다습,국5등급,1400M
2170,6,11,럭키마이더스,한,수,5세,54.5,김정준,김윤섭,조창규,473,143.6,16.2,계란형큰,8-   -   - 9- 9- 10- 6,00:13.9,  ,  ,00:37.1,00:49.7,00:56.2,  ,01:30.1,2021년05월08일(토),맑음,다습,국5등급,1400M
2171,7,6,스타워즈,한,거,3세,53,송재철,서홍수,이본희,455,13.1,2.2,"계란형큰, 망사눈",5-   -   - 8- 8- 8- 10,00:13.9,  ,  ,00:37.0,00:49.4,00:56.0,  ,01:30.6,2021년05월08일(토),맑음,다습,국5등급,1400M
2172,8,10,샌드파워,한,수,4세,52,문정균,최상식,강석대,507,130.4,6,,7-   -   - 7- 7- 7- 7,00:13.9,  ,  ,00:36.8,00:49.3,00:55.9,  ,01:30.7,2021년05월08일(토),맑음,다습,국5등급,1400M
2173,9,4,페더럴킹,한,수,4세,51,김아현,지용철,금악목장,507,31.3,5.6,"망사눈, Triabit",11-   -   - 12- 11- 12- 11,00:14.2,  ,  ,00:37.5,00:50.1,00:56.8,  ,01:30.9,2021년05월08일(토),맑음,다습,국5등급,1400M
2174,10,5,캡틴브라보,한,거,4세,52.5,박태종,곽영효,김용래,433,43.6,9.1,계란형큰,12-   -   - 11- 10- 9- 8,00:14.2,  ,  ,00:37.4,00:49.7,00:56.0,  ,01:31.2,2021년05월08일(토),맑음,다습,국5등급,1400M
2175,11,2,피케이힐,한,암,4세,52,우에다,손영표,김태성,474,236.3,28.7,망사,1-   -   - 3- 6- 6- 9,00:13.6,  ,  ,00:36.5,00:49.0,00:55.4,  ,01:31.8,2021년05월08일(토),맑음,다습,국5등급,1400M
2176,12,3,글로리번,한,암,6세,51,임다빈,정호익,정범성,472,75.1,55.9,망사,9-   -   - 10- 12- 11- 12,00:14.0,  ,  ,00:37.4,00:50.1,00:56.7,  ,01:32.7,2021년05월08일(토),맑음,다습,국5등급,1400M
2177,1,3,최고캠프,한,암,4세,53.5,빅투아르,리카디,함춘,494,3.6,1.1,망사눈-,1-   -   - 1- 1- 1- 1,00:13.5,  ,  ,00:24.4,00:36.3,00:42.6,  ,01:15.6,2021년05월08일(토),맑음,다습,국5등급,1200M
2178,2,9,기븐러너,한,수,5세,56,정정희,안병기,박정웅,470,37.9,3.9,망사눈,4-   -   - 4- 4- 3- 2,00:13.6,  ,  ,00:24.5,00:36.6,00:42.9,  ,01:16.0,2021년05월08일(토),맑음,다습,국5등급,1200M
2179,3,13,스페셜스토리,한,암,4세,52,김동수,박희철,이효선,459,45,8.6,눈가면,10-   -   - 10- 9- 9- 5,00:14.0,  ,  ,00:25.3,00:37.3,00:43.6,  ,01:16.4,2021년05월08일(토),맑음,다습,국5등급,1200M
2180,4,2,파크윈,한,수,4세,55,이혁,이희영,드림조합,481,2.8,1.6,망사,8-   -   - 8- 6- 8- 6,00:13.8,  ,  ,00:25.1,00:37.1,00:43.6,  ,01:16.4,2021년05월08일(토),맑음,다습,국5등급,1200M
2181,5,11,배다리캔디,한,암,3세,52,박현우,홍대유,송한우,461,39.6,6.4,망사,7-   -   - 9- 10- 11- 8,00:13.7,  ,  ,00:25.1,00:37.5,00:44.0,  ,01:16.5,2021년05월08일(토),맑음,다습,국5등급,1200M
2182,6,4,마칼루파워,한,수,4세,52.5,문성혁,서홍수,김세민,459,10.7,3.1,망사,6-   -   - 5- 5- 5- 4,00:13.7,  ,  ,00:24.7,00:36.8,00:43.3,  ,01:16.5,2021년05월08일(토),맑음,다습,국5등급,1200M
2183,7,7,회두령,한,수,3세,55,안토니오,박재우,권태석,491,3.4,1.9,망사,3-   -   - 2- 2- 2- 3,00:13.6,  ,  ,00:24.4,00:36.4,00:42.7,  ,01:16.7,2021년05월08일(토),맑음,다습,국5등급,1200M
2184,8,6,천총,한,수,4세,54.5,최범현,최봉주,조금제,482,17.6,2.9,망사눈,12-   -   - 11- 12- 13- 11,00:14.1,  ,  ,00:25.5,00:37.8,00:44.2,  ,01:17.3,2021년05월08일(토),맑음,다습,국5등급,1200M
2185,9,10,투엠오케이,한,거,6세,52.5,김효정,최봉주,미즈타니 마사테루,446,207.2,17.3,계란형큰,5-   -   - 6- 8- 7- 9,00:13.6,  ,  ,00:24.8,00:37.1,00:43.5,  ,01:17.6,2021년05월08일(토),맑음,다습,국5등급,1200M
2186,10,1,디케이마루,미,수,4세,53,김아현,구자흥,표종진,443,481.6,10,"망사, 반가지큰",11-   -   - 12- 11- 10- 12,00:14.1,  ,  ,00:25.6,00:37.6,00:44.0,  ,01:17.7,2021년05월08일(토),맑음,다습,국5등급,1200M
2187,11,12,원더풀매직,한,수,4세,54.5,이철경,서인석,(주)녹원목장,486,21.4,4.2,"계란형큰, 눈가면",9-   -   - 7- 7- 6- 7,00:14.0,  ,  ,00:25.0,00:37.1,00:43.5,  ,01:18.1,2021년05월08일(토),맑음,다습,국5등급,1200M
2188,12,8,금아인빈서블,한,거,5세,53.5,박태종,우창구,금아산업(주),485,78.8,12,망사눈,13-   -   - 13- 13- 12- 13,00:14.5,  ,  ,00:26.0,00:38.0,00:44.2,  ,01:18.2,2021년05월08일(토),맑음,다습,국5등급,1200M
2189,13,5,안양재규어,한,암,5세,53,권석원,구자흥,(주)에이에프피,433,38.7,48.2,"반가지큰,승인편자-",2-   -   - 3- 3- 4- 10,00:13.6,  ,  ,00:24.5,00:36.6,00:43.0,  ,01:19.2,2021년05월08일(토),맑음,다습,국5등급,1200M
2190,1,6,눈부신한센,한,암,4세,52,문세영,우창구,이장운,491,1.9,1.1,"반가지큰, 망사눈",1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:23.9,00:35.6,00:41.7,  ,01:14.4,2021년05월08일(토),흐림,다습,국4등급,1200M
2191,2,12,원더풀루비,한,암,5세,52,박을운,배휴준,지대섭,479,124.8,7.8,"망사, Triabit",5-   -   - 2- 2- 2- 2,00:13.6,  ,  ,00:24.1,00:35.8,00:41.9,  ,01:15.3,2021년05월08일(토),흐림,다습,국4등급,1200M
2192,3,13,머니시장,한,암,4세,53,김효정,배대선,박상헌,463,11.1,3.7,망사,7-   -   - 5- 5- 5- 4,00:13.7,  ,  ,00:24.7,00:36.8,00:43.1,  ,01:15.7,2021년05월08일(토),흐림,다습,국4등급,1200M
2193,4,11,여걸비전,한,암,5세,52,다비드,이희영,김재영a,470,29.5,3.4,,10-   -   - 9- 7- 7- 6,00:14.0,  ,  ,00:25.0,00:37.3,00:43.7,  ,01:16.0,2021년05월08일(토),흐림,다습,국4등급,1200M
2194,5,9,맘마로마,한,암,5세,53.5,정정희,리카디,김용래,492,89.7,9.9,"계란형큰, 망사,혀끈+",12-   -   - 11- 10- 10- 8,00:14.6,  ,  ,00:25.6,00:37.8,00:44.0,  ,01:16.3,2021년05월08일(토),흐림,다습,국4등급,1200M
2195,6,1,그린다르크,한,암,5세,53,송재철,구자흥,김재영b,468,26.6,3.2,망사눈,9-   -   - 10- 11- 12- 11,00:13.9,  ,  ,00:25.4,00:37.9,00:44.3,  ,01:16.4,2021년05월08일(토),흐림,다습,국4등급,1200M
2196,7,8,독보천하,한,암,4세,52.5,문성혁,배휴준,김진영a,505,31.7,6.4,,4-   -   - 4- 4- 4- 5,00:13.5,  ,  ,00:24.4,00:36.4,00:42.9,  ,01:16.5,2021년05월08일(토),흐림,다습,국4등급,1200M
2197,8,7,글로벌선,한,암,4세,52.5,김동수,최상식,장재형,475,2.9,1.4,"망사, 혀끈",3-   -   - 3- 3- 3- 3,00:13.5,  ,  ,00:24.4,00:36.1,00:42.3,  ,01:17.0,2021년05월08일(토),흐림,다습,국4등급,1200M
2198,9,3,브라운로즈,한,암,6세,54.5,빅투아르,이관호,제주축협,439,36.1,2.8,망사눈,2-   -   - 6- 9- 9- 9,00:13.5,  ,  ,00:24.8,00:37.5,00:44.0,  ,01:17.1,2021년05월08일(토),흐림,다습,국4등급,1200M
2199,10,4,파티파워,한,암,8세,52,김옥성,박희철,조병해,439,422,16.4,,11-   -   - 12- 12- 11- 10,00:14.5,  ,  ,00:25.7,00:37.9,00:44.2,  ,01:17.4,2021년05월08일(토),흐림,다습,국4등급,1200M
2200,11,5,최강마,한,암,4세,52,문정균,최영주,말사모,456,44.3,7.9,,8-   -   - 8- 6- 6- 7,00:13.8,  ,  ,00:24.9,00:37.1,00:43.5,  ,01:17.6,2021년05월08일(토),흐림,다습,국4등급,1200M
2201,12,10,땡큐마더,한,암,5세,56,이철경,서인석,강용식,498,31.5,15.9,"계란형큰, 양털코",13-   -   - 13- 13- 13- 13,00:15.1,  ,  ,00:26.7,00:38.8,00:45.1,  ,01:18.2,2021년05월08일(토),흐림,다습,국4등급,1200M
2202,13,2,라온윌리엄스,한,암,5세,53,조상범,안병기,라온산업개발(주),454,13.5,3.6,망사,6-   -   - 7- 8- 8- 12,00:13.7,  ,  ,00:24.9,00:37.5,00:44.0,  ,01:18.3,2021년05월08일(토),흐림,다습,국4등급,1200M
2203,1,11,럭키훈,미,거,3세,55,김용근,전승규,최기영,468,9.1,2.4,"계란형큰, 망사눈",10- 10- 10- 8- 5- 4- 1,00:15.3,00:15.3,00:27.9,01:03.9,01:11.3,01:18.5,  ,01:50.8,2021년05월08일(토),흐림,다습,혼4등급,1700M
2204,2,10,문학앙코르,미,수,3세,54,장추열,정호익,황봉기,525,62.9,14.1,"계란형큰, 망사눈",8- 8- 9- 10- 9- 9- 5,00:14.7,00:14.7,00:27.5,01:04.3,01:12.0,01:19.5,  ,01:52.1,2021년05월08일(토),흐림,다습,혼4등급,1700M
2205,3,8,바이킹스톰,미,수,3세,54,최범현,박대흥,우순근,486,19.4,2.1,망사,7- 7- 7- 7- 8- 7- 4,00:14.6,00:14.6,00:27.2,01:03.9,01:11.6,01:19.1,  ,01:52.4,2021년05월08일(토),흐림,다습,혼4등급,1700M
2206,4,4,흥과기쁨,미,수,3세,56,이준철,김대근,고광숙,482,2.3,1.2,망사눈,4- 4- 4- 3- 3- 3- 3,00:14.2,00:14.2,00:26.6,01:02.7,01:10.5,01:18.1,  ,01:52.5,2021년05월08일(토),흐림,다습,혼4등급,1700M
2207,5,7,톱시드,한,거,4세,55,김정준,박병일,김봉섭,485,4.3,1.7,망사눈,1- 1- 1- 2- 2- 2- 2,00:14.1,00:14.1,00:26.2,01:02.5,01:10.3,01:17.9,  ,01:52.8,2021년05월08일(토),흐림,다습,혼4등급,1700M
2208,6,2,제이에스군주,미,거,4세,58,임기원,박재우,김태성,500,4.7,2.4,망사눈,5- 5- 5- 6- 7- 8- 9,00:14.4,00:14.4,00:27.0,01:03.7,01:11.6,01:19.3,  ,01:54.2,2021년05월08일(토),흐림,다습,혼4등급,1700M
2209,7,1,대디코잔,미,거,4세,56,함완식,최상식,강석대,469,7.6,1.9,"망사눈,승인편자+",3- 3- 3- 4- 4- 5- 7,00:14.2,00:14.2,00:26.5,01:02.9,01:10.9,01:18.6,  ,01:54.5,2021년05월08일(토),흐림,다습,혼4등급,1700M
2210,8,12,엘리트라인,미,수,4세,54,신형철,이희영,태희종합건설,508,159.3,12.8,"망사, 승인편자",9- 9- 6- 5- 6- 6- 6,00:14.7,00:14.7,00:27.1,01:03.4,01:11.4,01:18.8,  ,01:55.0,2021년05월08일(토),흐림,다습,혼4등급,1700M
2211,9,9,그린와트,미,암,4세,52,김옥성,홍대유,김재영b,496,46.9,5.8,망사눈,2- 2- 2- 1- 1- 1- 8,00:14.1,00:14.1,00:26.2,01:02.1,01:10.0,01:17.9,  ,01:55.9,2021년05월08일(토),흐림,다습,혼4등급,1700M
2212,10,3,대마불사,미,수,4세,54,박현우,최용구,이미양,548,459,23,"반가지큰, 망사눈",11- 11- 11- 11- 11- 11- 11,00:15.9,00:15.9,00:28.7,01:05.0,01:12.8,01:20.6,  ,01:56.3,2021년05월08일(토),흐림,다습,혼4등급,1700M
2213,11,6,금성여왕,미,암,6세,53,임다빈,손영표,조창규,514,41.5,8.7,망사눈,6- 6- 8- 9- 10- 10- 10,00:14.6,00:14.6,00:27.4,01:04.3,01:12.3,01:20.1,  ,01:58.2,2021년05월08일(토),흐림,다습,혼4등급,1700M
2214,12,5,천구클래스,미,수,3세,54,조상범,배휴준,조금제,483,421.8,21.3,눈가면,12- 12- 12- 12- 12- 12- 12,00:15.9,00:15.9,00:28.7,01:05.3,01:13.7,01:22.2,  ,02:01.3,2021년05월08일(토),흐림,다습,혼4등급,1700M
2215,1,2,금아애크미,한,수,5세,54.5,먼로,이관호,금아산업(주),488,4.1,1.6,"계란형큰, 망사눈, 혀끈",4- 4- 2- 3- 3- 3- 2,00:14.9,00:20.9,00:33.5,01:09.8,01:17.6,01:25.2,  ,01:59.2,2021년05월08일(토),흐림,다습,국3등급,1800M
2216,2,13,슬링스톤,한,거,5세,55.5,문세영,강성오,강현철,480,3.3,1.8,"계란형큰, 눈가면",13- 12- 12- 4- 4- 4- 3,00:15.5,00:21.8,00:34.9,01:10.0,01:17.6,01:25.2,  ,01:59.3,2021년05월08일(토),흐림,다습,국3등급,1800M
2217,3,9,리빙스턴,한,수,6세,52,이기회,김동균,최임규,495,65.7,9.5,망사눈,1- 1- 1- 1- 1- 1- 1,00:14.3,00:20.5,00:33.0,01:09.3,01:17.2,01:24.8,  ,01:59.6,2021년05월08일(토),흐림,다습,국3등급,1800M
2218,4,14,바람을그리다,한,수,5세,53.5,정정희,안병기,우태율,479,7.7,3.3,"망사, 반가지큰",8- 8- 8- 10- 9- 7- 5,00:15.1,00:21.3,00:34.4,01:10.9,01:18.7,01:26.1,  ,02:00.2,2021년05월08일(토),흐림,다습,국3등급,1800M
2219,5,4,스피드황룡,한,거,6세,52,박을운,김점오,과천시청,501,42.5,5.1,"망사, Triabit",12- 13- 13- 5- 5- 6- 6,00:15.3,00:21.9,00:35.3,01:10.1,01:17.9,01:25.7,  ,02:00.2,2021년05월08일(토),흐림,다습,국3등급,1800M
2220,6,6,원더풀마리아,한,암,5세,54,김용근,임봉춘,(주)녹원목장,481,34.5,4,망사,3- 3- 4- 2- 2- 2- 4,00:14.6,00:20.7,00:33.6,01:09.5,01:17.3,01:25.0,  ,02:00.9,2021년05월08일(토),흐림,다습,국3등급,1800M
2221,7,10,대변화,한,거,6세,56,방춘식,지용철,이수길,507,234.1,6.2,"계란형큰, 망사눈",11- 10- 10- 12- 12- 10- 10,00:15.2,00:21.6,00:34.8,01:11.4,01:19.1,01:26.7,  ,02:00.9,2021년05월08일(토),흐림,다습,국3등급,1800M
2222,8,3,스카이돌풍,한,수,6세,55.5,김정준,송문길,김태성,489,70.2,5.7,"망사눈,계란형큰-",7- 7- 7- 8- 8- 8- 9,00:15.1,00:21.3,00:34.1,01:10.7,01:18.6,01:26.3,  ,02:00.9,2021년05월08일(토),흐림,다습,국3등급,1800M
2223,9,7,해들뫼,한,거,5세,54,장추열,정호익,박남성,528,8.1,1.9,망사눈,5- 5- 5- 7- 6- 5- 7,00:14.9,00:20.9,00:33.7,01:10.4,01:18.1,01:25.6,  ,02:01.3,2021년05월08일(토),흐림,다습,국3등급,1800M
2224,10,8,함박미소,한,수,6세,51,문정균,최용건,김광명,476,47.2,12.2,망사눈,10- 9- 9- 11- 11- 12- 11,00:15.2,00:21.4,00:34.6,01:11.3,01:19.1,01:27.2,  ,02:03.6,2021년05월08일(토),흐림,다습,국3등급,1800M
2225,11,1,이천쌀,한,거,6세,52,이동국,심승태,이천시청,488,53.7,10.9,망사눈,9- 11- 11- 13- 13- 13- 13,00:15.2,00:21.7,00:34.9,01:12.7,01:20.6,01:28.5,  ,02:05.5,2021년05월08일(토),흐림,다습,국3등급,1800M
2226,12,12,보드람,한,암,6세,54,김옥성,안해양,지원철,487,180.8,42.8,"계란형큰, 망사눈,혀끈+",6- 6- 6- 9- 10- 11- 12,00:15.0,00:21.2,00:34.0,01:10.7,01:18.9,01:26.8,  ,02:06.1,2021년05월08일(토),흐림,다습,국3등급,1800M
2227,1,2,모닝플래시,한,수,3세,56,이철경,조현수,김중길,501,4.5,3,"계란형큰, 망사",4-   -   - 4- 4- 4- 2,00:13.7,  ,  ,00:24.5,00:36.3,00:42.3,  ,01:14.0,2021년05월02일(일),맑음,포화,국6등급,1200M
2228,2,7,장산가드,한,수,3세,56,정정희,강환민,김병진,503,4.8,2.3,"계란형큰, 망사눈",1-   -   - 1- 2- 1- 1,00:13.6,  ,  ,00:24.3,00:36.0,00:42.1,  ,01:14.2,2021년05월02일(일),맑음,포화,국6등급,1200M
2229,3,3,베스트포스,한,거,4세,56,부민호,심승태,김태성,444,17.7,2.3,"계란형큰, 망사",5-   -   - 9- 10- 10- 8,00:13.8,  ,  ,00:25.2,00:37.2,00:43.3,  ,01:14.4,2021년05월02일(일),맑음,포화,국6등급,1200M
2230,4,5,최강장산,한,거,3세,56,안토니오,토니,김호선,498,2.5,1.3,"계란형큰,눈가면+,망사눈-",10-   -   - 8- 7- 7- 4,00:14.0,  ,  ,00:25.1,00:36.8,00:43.0,  ,01:14.4,2021년05월02일(일),맑음,포화,국6등급,1200M
2231,5,13,코리아기적,한,거,4세,56,이혁,지용철,오종환,482,12,2.2,,7-   -   - 5- 5- 5- 5,00:13.8,  ,  ,00:24.7,00:36.5,00:42.6,  ,01:14.6,2021년05월02일(일),맑음,포화,국6등급,1200M
2232,6,8,영웅대마,한,거,3세,56,장추열,정호익,김광명,477,60.4,6.2,망사눈,13-   -   - 12- 11- 11- 9,00:14.3,  ,  ,00:25.4,00:37.5,00:43.5,  ,01:14.7,2021년05월02일(일),맑음,포화,국6등급,1200M
2233,7,6,방탄여걸,한,암,3세,54,하정훈,이관호,김태권,425,12.5,4.4,"계란형큰, 망사",8-   -   - 7- 8- 8- 6,00:13.9,  ,  ,00:25.0,00:36.8,00:43.0,  ,01:15.2,2021년05월02일(일),맑음,포화,국6등급,1200M
2234,8,11,후이넘,한,수,3세,56,함완식,김동균,김영근,482,93.6,6.9,계란형큰+,14-   -   - 13- 14- 14- 13,00:14.3,  ,  ,00:25.4,00:37.9,00:44.0,  ,01:15.5,2021년05월02일(일),맑음,포화,국6등급,1200M
2235,9,12,명진브레이싱,한,거,3세,56,우에다,임봉춘,(주)자성실업,428,146.3,8.8,"반가지큰, 망사눈",6-   -   - 6- 6- 6- 7,00:13.8,  ,  ,00:24.8,00:36.6,00:42.7,  ,01:15.6,2021년05월02일(일),맑음,포화,국6등급,1200M
2236,10,10,호크아리랑,한,암,5세,54,송재철,최봉주,코리아호스랜드,491,59,4,"망사눈, Triabit",12-   -   - 14- 13- 13- 12,00:14.2,  ,  ,00:25.7,00:37.8,00:43.9,  ,01:15.6,2021년05월02일(일),맑음,포화,국6등급,1200M
2237,11,4,은혜가득,한,수,3세,56,이동국,박병일,강태구,430,126.7,61.2,"계란형큰, 망사",11-   -   - 11- 9- 9- 11,00:14.2,  ,  ,00:25.4,00:37.2,00:43.3,  ,01:16.3,2021년05월02일(일),맑음,포화,국6등급,1200M
2238,12,14,마이더스캠프,한,수,3세,56,이용호,서인석,이유환,442,68.8,20.8,"계란형큰, 눈가면",2-   -   - 3- 3- 3- 3,00:13.6,  ,  ,00:24.4,00:36.1,00:42.2,  ,01:16.3,2021년05월02일(일),맑음,포화,국6등급,1200M
2239,13,9,정문스타,한,수,3세,56,김옥성,홍대유,김재영b,441,35.8,5.3,,9-   -   - 10- 12- 12- 14,00:13.9,  ,  ,00:25.2,00:37.5,00:43.8,  ,01:16.7,2021년05월02일(일),맑음,포화,국6등급,1200M
2240,14,1,천문,한,수,3세,56,조상범,배휴준,조금제,476,9.9,5.4,망사눈,3-   -   - 2- 1- 2- 10,00:13.7,  ,  ,00:24.4,00:36.0,00:42.2,  ,01:17.9,2021년05월02일(일),맑음,포화,국6등급,1200M
2241,1,1,루비콘,한,암,3세,54,박현우,홍대유,최동근,494,2.2,1.5,,1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:30.4,00:42.7,00:49.2,  ,01:21.7,2021년05월02일(일),맑음,포화,국6등급,1300M
2242,2,3,강화처녀,한,암,4세,54,이철경,서인석,서운석,437,34.5,10.1,망사눈,13-   -   - 12- 10- 10- 8,00:14.8,  ,  ,00:32.1,00:44.2,00:50.4,  ,01:21.8,2021년05월02일(일),맑음,포화,국6등급,1300M
2243,3,2,브이퀸,한,암,3세,54,박태종,박천서,박평양,473,50.1,3.5,"망사, 혀끈, Triabit",3-   -   - 5- 4- 3- 3,00:13.5,  ,  ,00:30.9,00:43.1,00:49.4,  ,01:22.0,2021년05월02일(일),맑음,포화,국6등급,1300M
2244,4,5,청담탱크,한,암,4세,54,김용근,토니,삼정,443,19,3.2,계란형큰,4-   -   - 6- 6- 6- 5,00:13.5,  ,  ,00:31.1,00:43.4,00:49.8,  ,01:22.2,2021년05월02일(일),맑음,포화,국6등급,1300M
2245,5,4,리드보컬,한,암,3세,54,임기원,안병기,강현철,494,3.8,1,망사눈,7-   -   - 8- 8- 8- 9,00:13.8,  ,  ,00:31.3,00:43.6,00:50.1,  ,01:22.2,2021년05월02일(일),맑음,포화,국6등급,1300M
