id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
4887,9,6,브이원,한,거,3세,56,임기원,박재우,김세권,482,19.2,5.7,망사,10-   -   - 10- 8- 8- 9,00:14.1,  ,  ,00:14.1,00:25.1,00:31.4,  ,01:03.0,2020년07월19일(일),흐림,불량,국6,1000M
4888,10,4,베스트패밀리,한,암,3세,54,박을운,신삼영,김은갑,436,9.6,2.9,"계란형큰, 망사눈",6-   -   - 6- 9- 9- 11,00:13.9,  ,  ,00:13.9,00:25.1,00:31.5,  ,01:03.5,2020년07월19일(일),흐림,불량,국6,1000M
4889,11,12,애니선,한,암,3세,54,김동수,김순근,이용식,446,38.4,11.5,"반가지큰, 망사눈",8-   -   - 8- 10- 12- 12,00:14.0,  ,  ,00:14.0,00:25.4,00:31.7,  ,01:03.5,2020년07월19일(일),흐림,불량,국6,1000M
4890,12,5,녹두장수,한,수,3세,56,김용근,강성오,이관형,477,9.6,2.9,"계란형큰+,망사+,승인편자+",9-   -   - 9- 6- 6- 10,00:14.1,  ,  ,00:14.1,00:24.7,00:30.8,  ,01:04.0,2020년07월19일(일),흐림,불량,국6,1000M
4891,1,3,올드블레이드,한,암,3세,54.5,문세영,최용건,김형란,457,1.4,1.9,망사,1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:35.9,00:48.3,00:54.6,01:12.8,01:26.0,2020년07월19일(일),흐림,불량,국6,1400M
4892,2,12,더드림,한,거,3세,56,이준철,김대근,고광숙,486,11.2,1.9,,4-   -   - 4- 5- 4- 2,00:13.5,  ,  ,00:36.4,00:48.8,00:55.2,01:14.0,01:27.2,2020년07월19일(일),흐림,불량,국6,1400M
4893,3,2,파워뮤직,한,암,3세,53,박태종,곽영효,이미경,464,22.4,3.7,,5-   -   - 5- 4- 5- 5,00:13.8,  ,  ,00:36.5,00:48.8,00:55.3,01:14.7,01:28.0,2020년07월19일(일),흐림,불량,국6,1400M
4894,4,4,어바웃섬싱,한,암,3세,53,김효정,서인석,서창식,481,22.4,3.7,망사눈,2-   -   - 2- 2- 3- 3,00:13.5,  ,  ,00:36.1,00:48.5,00:55.1,01:14.5,01:28.4,2020년07월19일(일),흐림,불량,국6,1400M
4895,5,5,청담여걸,한,암,3세,54,안토니오,박대흥,삼정,481,22.4,3.7,"계란형큰, 망사눈, 혀끈",3-   -   - 3- 3- 2- 4,00:13.5,  ,  ,00:36.1,00:48.5,00:55.0,01:14.6,01:28.5,2020년07월19일(일),흐림,불량,국6,1400M
4896,6,8,고스트빌리지,한,수,3세,55,김용근,송문길,(주)나스카,546,22.4,3.7,,11-   -   - 8- 8- 8- 6,00:14.3,  ,  ,00:37.3,00:49.6,00:56.1,01:15.7,01:29.0,2020년07월19일(일),흐림,불량,국6,1400M
4897,7,7,디바인파워,한,수,3세,55,이현종,손영표,류재욱,479,22.4,3.7,"망사눈,계란형큰-",7-   -   - 6- 6- 6- 7,00:13.9,  ,  ,00:36.7,00:49.1,00:55.7,01:15.7,01:29.4,2020년07월19일(일),흐림,불량,국6,1400M
4898,8,6,선더윈드,한,수,3세,56,이동진,리카디,조건진,528,22.4,3.7,,12-   -   - 12- 11- 11- 10,00:14.5,  ,  ,00:38.2,00:50.5,00:57.0,01:16.4,01:30.2,2020년07월19일(일),흐림,불량,국6,1400M
4899,9,11,드림패션,한,수,3세,55.5,김동수,박병일,드림커뮤니티,474,22.4,3.7,,8-   -   - 7- 7- 7- 11,00:13.9,  ,  ,00:36.7,00:49.2,00:56.0,01:16.4,01:30.4,2020년07월19일(일),흐림,불량,국6,1400M
4900,10,10,오월강자,한,수,3세,55,하정훈,박희철,경규환,501,22.4,3.7,계란형큰,9-   -   - 9- 9- 9- 9,00:14.0,  ,  ,00:37.3,00:49.6,00:56.2,01:16.3,01:30.8,2020년07월19일(일),흐림,불량,국6,1400M
4901,11,9,천지바람,한,수,3세,55.5,박상우,서홍수,이창모,487,22.4,3.7,,10-   -   - 11- 10- 10- 8,00:14.2,  ,  ,00:37.9,00:50.2,00:56.6,01:16.3,01:31.0,2020년07월19일(일),흐림,불량,국6,1400M
4902,12,1,보고또보고,한,수,3세,55,박병윤,임봉춘,김진태a,523,22.4,3.7,눈가면,6-   -   - 10- 12- 12- 12,00:13.9,  ,  ,00:37.9,00:50.6,00:57.4,01:17.9,01:32.4,2020년07월19일(일),흐림,불량,국6,1400M
4903,1,5,럭셔리캡틴,한,수,3세,55,박을운,김동균,김은갑,512,5.9,4.3,계란형큰,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:36.8,00:49.4,00:55.7,  ,01:27.0,2020년07월19일(일),흐림,불량,국5,1400M
4904,2,7,스피드흑룡,한,거,4세,56,김동수,김점오,과천시청,505,16.5,1.3,망사눈,3-   -   - 3- 3- 3- 2,00:13.7,  ,  ,00:37.1,00:49.8,00:56.3,  ,01:28.4,2020년07월19일(일),흐림,불량,국5,1400M
4905,3,4,발바투,한,수,3세,54.5,박태종,곽영효,안영환,473,5.5,1.3,"계란형큰, 망사눈",7-   -   - 7- 7- 7- 6,00:14.1,  ,  ,00:37.9,00:50.7,00:57.1,  ,01:28.5,2020년07월19일(일),흐림,불량,국5,1400M
4906,4,6,싱싱장수,한,거,4세,54,조재로,배휴준,전석호,489,20.6,4.3,"반가지큰, 눈가면",6-   -   - 6- 6- 6- 5,00:14.0,  ,  ,00:37.6,00:50.5,00:56.9,  ,01:28.9,2020년07월19일(일),흐림,불량,국5,1400M
4907,5,2,프리마니케,한,암,4세,52,이철경,서인석,천병득,460,82.4,5.7,"계란형큰, 망사눈",4-   -   - 5- 4- 4- 3,00:13.8,  ,  ,00:37.4,00:50.0,00:56.5,  ,01:29.2,2020년07월19일(일),흐림,불량,국5,1400M
4908,6,3,장군의시대,한,암,4세,53,김효정,심승태,강필석,450,82.4,8.5,망사,2-   -   - 2- 2- 2- 4,00:13.7,  ,  ,00:37.1,00:49.7,00:56.2,  ,01:30.1,2020년07월19일(일),흐림,불량,국5,1400M
4909,7,1,갓오브삭스,한,수,4세,54.5,이현종,강환민,김창식,468,1.5,1.2,"계란형큰, 망사눈",11-   -   - 11- 11- 11- 8,00:14.7,  ,  ,00:39.0,00:51.7,00:58.1,  ,01:30.3,2020년07월19일(일),흐림,불량,국5,1400M
4910,8,8,바람의미소,한,암,4세,51,조상범,전승규,류화영,487,41.2,5.7,계란형큰,9-   -   - 9- 8- 8- 7,00:14.2,  ,  ,00:38.2,00:51.0,00:57.5,  ,01:31.0,2020년07월19일(일),흐림,불량,국5,1400M
4911,9,10,팔라스테이,미,수,4세,56,안토니오,이관호,이경희,528,82.4,8.5,망사,5-   -   - 4- 5- 5- 9,00:13.9,  ,  ,00:37.3,00:50.0,00:56.5,  ,01:31.5,2020년07월19일(일),흐림,불량,국5,1400M
4912,10,9,플라잉조이,한,수,5세,57,김정준,임채덕,김형순,467,20.6,4.3,"자극판+, 망사눈,계란형큰-",8-   -   - 8- 10- 10- 11,00:14.1,  ,  ,00:38.1,00:51.2,00:58.0,  ,01:31.7,2020년07월19일(일),흐림,불량,국5,1400M
4913,11,11,라피도볼트,한,거,3세,54.5,송재철,송문길,허장원,520,82.4,8.5,망사,10-   -   - 10- 9- 9- 10,00:14.2,  ,  ,00:38.5,00:51.2,00:57.8,  ,01:32.0,2020년07월19일(일),흐림,불량,국5,1400M
4914,1,1,라이언여제,한,암,3세,54,문세영,서홍수,김명식,483,1.5,1.1,자극판,4-   -   - 4- 3- 2- 1,00:13.6,  ,  ,00:30.4,00:42.4,00:48.5,  ,01:20.6,2020년07월19일(일),흐림,불량,국5,1300M
4915,2,8,백산선더,한,암,3세,52.5,이현종,리카디,이용식,450,4.6,1.7,계란형큰+,1-   -   - 2- 2- 3- 3,00:13.4,  ,  ,00:30.2,00:42.3,00:48.5,  ,01:20.7,2020년07월19일(일),흐림,불량,국5,1300M
4916,3,11,굿원더,한,암,4세,54,김용근,신삼영,오종환,503,11.6,1.7,,3-   -   - 1- 1- 1- 2,00:13.5,  ,  ,00:30.0,00:42.1,00:48.3,  ,01:21.1,2020년07월19일(일),흐림,불량,국5,1300M
4917,4,12,천은짱,한,암,4세,53.5,이혁,최봉주,조금제,425,9999.9,13.9,"계란형큰, 망사눈",8-   -   - 8- 8- 6- 5,00:13.8,  ,  ,00:31.2,00:43.3,00:49.4,  ,01:21.2,2020년07월19일(일),흐림,불량,국5,1300M
4918,5,7,백학,한,암,3세,52,김동수,서인석,씨유네트워크,470,11.6,4.6,계란형큰,5-   -   - 5- 5- 5- 4,00:13.6,  ,  ,00:30.8,00:43.0,00:49.2,  ,01:21.3,2020년07월19일(일),흐림,불량,국5,1300M
4919,6,6,마샤,한,암,5세,53,유승완,정호익,박남성,414,9999.9,9999.9,망사,12-   -   - 11- 10- 11- 8,00:14.3,  ,  ,00:31.7,00:43.8,00:50.1,  ,01:21.3,2020년07월19일(일),흐림,불량,국5,1300M
4920,7,4,실버디자인,한,암,5세,51,방춘식,김동철,양순희,431,9999.9,9999.9,"계란형큰, 망사눈",11-   -   - 10- 9- 9- 7,00:14.3,  ,  ,00:31.6,00:43.6,00:49.8,  ,01:21.5,2020년07월19일(일),흐림,불량,국5,1300M
4921,8,9,윈드리버,한,암,4세,53,권석원,최영주,손병현,455,9999.9,13.9,"계란형큰, 망사눈",2-   -   - 3- 4- 4- 6,00:13.5,  ,  ,00:30.3,00:42.5,00:48.7,  ,01:22.5,2020년07월19일(일),흐림,불량,국5,1300M
4922,9,10,송암바비,한,암,5세,52,조한별,유재길,지원철,467,9999.9,9999.9,,6-   -   - 6- 7- 8- 9,00:13.7,  ,  ,00:31.1,00:43.3,00:49.5,  ,01:22.8,2020년07월19일(일),흐림,불량,국5,1300M
4923,10,2,럭키플랜,한,암,3세,53.5,빅투아르,이희영,김재영a,469,9999.9,9999.9,망사,9-   -   - 7- 6- 7- 10,00:14.0,  ,  ,00:31.2,00:43.3,00:49.5,  ,01:22.9,2020년07월19일(일),흐림,불량,국5,1300M
4924,11,5,정성스타,한,암,3세,56,김덕현,박재우,임정균,455,4.6,1,,10-   -   - 12- 12- 12- 12,00:14.1,  ,  ,00:31.8,00:44.5,00:51.0,  ,01:23.5,2020년07월19일(일),흐림,불량,국5,1300M
4925,12,3,에이스윈,한,암,3세,55.5,이동진,최봉주,우상우,409,9999.9,9999.9,"계란형큰, 망사",7-   -   - 9- 11- 10- 11,00:13.8,  ,  ,00:31.5,00:43.8,00:50.0,  ,01:23.8,2020년07월19일(일),흐림,불량,국5,1300M
4926,1,4,티즈시티,한,수,4세,56,안토니오,서인석,김병진,490,1.8,1.2,"계란형큰, 망사눈",7-   -   - 7- 7- 7- 2,00:14.0,  ,  ,00:24.8,00:36.4,00:42.4,  ,01:13.0,2020년07월19일(일),흐림,불량,국5,1200M
4927,2,3,로드란,한,암,3세,53.5,문세영,안해양,표종순,474,6.1,1.2,계란형큰,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:24.0,00:35.7,00:41.9,  ,01:14.2,2020년07월19일(일),흐림,불량,국5,1200M
4928,3,9,라오진,한,암,4세,55.5,함완식,김동균,(주)삼건사,475,36.8,12.3,"계란형큰, 눈가면",8-   -   - 8- 8- 8- 5,00:14.1,  ,  ,00:25.1,00:36.9,00:43.0,  ,01:14.6,2020년07월19일(일),흐림,불량,국5,1200M
4929,4,11,장수나봄,한,수,3세,55.5,김덕현,박재우,서동해,467,6.1,2.5,망사눈,4-   -   - 4- 4- 5- 3,00:13.5,  ,  ,00:24.2,00:36.1,00:42.3,  ,01:15.4,2020년07월19일(일),흐림,불량,국5,1200M
4930,5,7,봄날의기억,한,수,3세,54,송재철,안병기,우태율,489,36.8,1.2,"계란형큰, 망사눈",10-   -   - 9- 10- 10- 10,00:14.4,  ,  ,00:25.6,00:37.5,00:43.8,  ,01:15.6,2020년07월19일(일),흐림,불량,국5,1200M
4931,6,10,굿초이스,한,수,5세,52,조상범,김점오,박재범,516,36.8,9999.9,"계란형큰, 망사눈",9-   -   - 10- 9- 9- 8,00:14.3,  ,  ,00:25.6,00:37.4,00:43.6,  ,01:15.8,2020년07월19일(일),흐림,불량,국5,1200M
4932,7,6,엄지여왕,한,암,5세,52,조재로,배휴준,서상주,480,36.8,9999.9,"계란형큰, 눈가면",2-   -   - 2- 2- 2- 4,00:13.5,  ,  ,00:24.1,00:35.9,00:42.1,  ,01:16.2,2020년07월19일(일),흐림,불량,국5,1200M
4933,8,5,큐피드초이스,한,암,4세,51,지하주,유재길,서순배,435,36.8,9999.9,망사,11-   -   - 11- 11- 11- 11,00:14.8,  ,  ,00:26.4,00:38.3,00:44.5,  ,01:16.9,2020년07월19일(일),흐림,불량,국5,1200M
4934,9,2,미스터히어로,한,수,4세,56,조한별,유재길,김명식,503,6.1,2.5,,6-   -   - 6- 6- 4- 6,00:13.7,  ,  ,00:24.6,00:36.2,00:42.3,  ,01:17.1,2020년07월19일(일),흐림,불량,국5,1200M
4935,10,1,청수빅이어,한,암,4세,52,하정훈,강성오,청수,422,36.8,9999.9,"반가지큰, 망사눈",5-   -   - 5- 5- 6- 9,00:13.7,  ,  ,00:24.6,00:36.2,00:42.4,  ,01:17.3,2020년07월19일(일),흐림,불량,국5,1200M
4936,11,8,프리티조이,한,암,4세,55.5,김용근,전승규,박태준,463,36.8,2.5,"망사눈, Triabit",3-   -   - 3- 3- 3- 7,00:13.5,  ,  ,00:24.1,00:35.9,00:42.1,  ,01:17.3,2020년07월19일(일),흐림,불량,국5,1200M
4937,1,8,마이티뉴,뉴,거,3세,56,박태종,서홍수,조병태,483,1.5,1,망사+,2-   -   - 2- 2- 2- 1,00:13.4,  ,  ,00:35.7,00:47.6,00:53.8,  ,01:26.3,2020년07월19일(일),흐림,불량,혼4,1400M
4938,2,5,행복왕자,미,수,3세,54,유승완,박윤규,이방훈,540,6.2,2.5,"계란형큰, 망사",7-   -   - 8- 8- 6- 5,00:13.8,  ,  ,00:36.9,00:49.3,00:55.4,  ,01:26.4,2020년07월19일(일),흐림,불량,혼4,1400M
4939,3,1,화이트코멧,한,수,4세,56.5,함완식,정호익,백국인,487,6.2,2.5,망사눈,1-   -   - 1- 1- 1- 2,00:13.3,  ,  ,00:35.6,00:47.6,00:53.8,  ,01:26.6,2020년07월19일(일),흐림,불량,혼4,1400M
4940,4,10,문학파이어,미,수,4세,52,이현종,신삼영,김재영a,504,61.6,4.9,"망사눈, 혀끈",4-   -   - 3- 3- 3- 3,00:13.5,  ,  ,00:35.7,00:47.6,00:53.8,  ,01:26.9,2020년07월19일(일),흐림,불량,혼4,1400M
4941,5,2,록의제왕,미,수,3세,52.5,김용근,이신영,정영식,486,61.6,24.5,"계란형큰, 망사",3-   -   - 4- 4- 4- 4,00:13.5,  ,  ,00:35.9,00:47.9,00:54.0,  ,01:27.5,2020년07월19일(일),흐림,불량,혼4,1400M
4942,6,11,그레이돌,미,거,3세,52,송재철,최용구,강무웅,454,61.6,12.3,"계란형큰, 망사눈, 혀끈",9-   -   - 9- 9- 10- 7,00:14.0,  ,  ,00:36.9,00:49.4,00:55.7,  ,01:27.6,2020년07월19일(일),흐림,불량,혼4,1400M
4943,7,9,정문에이스,미,수,3세,51.5,하정훈,홍대유,김재영b,494,61.6,12.3,,8-   -   - 10- 11- 11- 8,00:14.0,  ,  ,00:37.2,00:49.6,00:56.0,  ,01:28.0,2020년07월19일(일),흐림,불량,혼4,1400M
4944,8,7,캐논슈터,미,암,4세,51,조상범,지용철,박시용,510,61.6,4.9,망사,6-   -   - 6- 6- 7- 6,00:13.7,  ,  ,00:36.7,00:49.2,00:55.4,  ,01:28.7,2020년07월19일(일),흐림,불량,혼4,1400M
4945,9,6,다비키,미,거,5세,55,박을운,서정하,구본순,504,61.6,24.5,,11-   -   - 11- 10- 9- 9,00:14.3,  ,  ,00:37.3,00:49.5,00:55.7,  ,01:28.8,2020년07월19일(일),흐림,불량,혼4,1400M
4946,10,4,대군피닉스,미,거,4세,55.5,박현우,최용구,표종순,483,6.2,2.5,"계란형큰, 망사눈",5-   -   - 5- 5- 5- 10,00:13.7,  ,  ,00:36.6,00:48.8,00:55.2,  ,01:30.7,2020년07월19일(일),흐림,불량,혼4,1400M
4947,11,3,보문정기,미,거,4세,53,김효정,배대선,이미양,458,61.6,4.1,망사눈,10-   -   - 7- 7- 8- 11,00:14.3,  ,  ,00:36.9,00:49.3,00:55.6,  ,01:32.0,2020년07월19일(일),흐림,불량,혼4,1400M
4948,1,4,머니실크,한,수,3세,56,김효정,배대선,이광수a,480,8.8,2.9,"계란형큰, 망사눈",3-   -   - 3- 3- 3- 2,00:13.7,  ,  ,00:37.5,00:50.3,00:56.9,  ,01:28.3,2020년08월08일(토),흐림,포화,국5,1400M
4949,2,9,자이언트걸,한,암,3세,55,김동수,김동균,신윤경,470,8.8,2.9,"계란형큰, 망사눈",2-   -   - 2- 2- 2- 3,00:13.6,  ,  ,00:37.3,00:50.2,00:56.8,  ,01:28.6,2020년08월08일(토),흐림,포화,국5,1400M
4950,3,10,초동로켓,한,수,3세,55,김용근,최영주,손병철,536,8.8,2.9,망사눈,1-   -   - 1- 1- 1- 1,00:13.5,  ,  ,00:37.2,00:50.1,00:56.6,  ,01:28.6,2020년08월08일(토),흐림,포화,국5,1400M
4951,4,11,싱싱장수,한,거,4세,54,조상범,배휴준,전석호,487,8.8,2.9,"반가지큰, 눈가면",6-   -   - 4- 4- 4- 4,00:14.0,  ,  ,00:37.6,00:50.6,00:57.1,  ,01:29.5,2020년08월08일(토),흐림,포화,국5,1400M
4952,5,1,당대로얄,한,암,4세,51.5,다비드,토니,김광두,430,8.8,2.9,"계란형큰, 망사눈",4-   -   - 5- 5- 5- 5,00:13.9,  ,  ,00:37.7,00:50.7,00:57.3,  ,01:29.6,2020년08월08일(토),흐림,포화,국5,1400M
4953,6,3,블랙징가,한,암,5세,52,하정훈,김동균,공이공팔,467,8.8,2.9,"계란형큰, 망사눈",5-   -   - 6- 7- 7- 6,00:14.0,  ,  ,00:37.8,00:50.9,00:57.5,  ,01:29.6,2020년08월08일(토),흐림,포화,국5,1400M
4954,7,2,마패봉,한,수,5세,53,김아현,지용철,박시용,463,8.8,2.9,망사눈,7-   -   - 8- 6- 6- 8,00:14.1,  ,  ,00:37.9,00:50.9,00:57.5,  ,01:29.7,2020년08월08일(토),흐림,포화,국5,1400M
4955,8,6,호프킹덤,한,거,4세,54,문세영,김윤섭,최장석,532,8.8,2.9,망사,10-   -   - 9- 9- 9- 7,00:14.2,  ,  ,00:38.0,00:51.2,00:57.6,  ,01:29.9,2020년08월08일(토),흐림,포화,국5,1400M
4956,9,8,발바투,한,수,3세,55.5,박태종,곽영효,안영환,478,8.8,2.9,"계란형큰, 망사눈",11-   -   - 11- 10- 10- 10,00:15.3,  ,  ,00:38.7,00:51.6,00:58.2,  ,01:30.0,2020년08월08일(토),흐림,포화,국5,1400M
4957,10,7,더비스트,한,수,3세,54.5,조한별,박병일,한명로,473,8.8,2.9,,8-   -   - 7- 8- 8- 9,00:14.1,  ,  ,00:37.8,00:50.9,00:57.5,  ,01:30.8,2020년08월08일(토),흐림,포화,국5,1400M
4958,11,5,호남대로,한,거,4세,52.5,김옥성,최영주,말사모,421,8.8,2.9,,9-   -   - 10- 11- 11- 11,00:14.2,  ,  ,00:38.6,00:51.7,00:58.5,  ,01:31.8,2020년08월08일(토),흐림,포화,국5,1400M
4959,1,4,문학엠파이어,미,수,3세,55.5,문세영,정호익,권경자,536,2.1,2.1,,7-   -   - 6- 4- 3- 2,00:14.0,  ,  ,00:38.0,00:50.2,00:56.4,01:14.5,01:26.7,2020년07월19일(일),흐림,불량,혼4,1400M
4960,2,8,로열엘비스,미,거,3세,52,박현우,최용구,이장호,500,12.4,2.8,계란형큰,3-   -   - 2- 2- 2- 1,00:13.5,  ,  ,00:36.9,00:49.3,00:55.4,01:13.8,01:26.8,2020년07월19일(일),흐림,불량,혼4,1400M
4961,3,5,은어축제,미,수,3세,51.5,임기원,박재우,최기영,478,12.4,2.8,망사눈,2-   -   - 3- 3- 4- 4,00:13.5,  ,  ,00:37.5,00:50.2,00:56.5,01:15.3,01:28.2,2020년07월19일(일),흐림,불량,혼4,1400M
4962,4,7,애비보컬스,아일,수,4세,52,이철경,구자흥,피엔에스홈즈,472,12.4,2.8,"망사, 반가지큰",5-   -   - 4- 5- 5- 5,00:13.8,  ,  ,00:37.6,00:50.3,00:56.6,01:15.3,01:28.3,2020년07월19일(일),흐림,불량,혼4,1400M
4963,5,10,디케이아리아,미,거,3세,52,유승완,박병일,표종진,462,12.4,2.8,"망사눈, 승인편자",9-   -   - 7- 7- 7- 6,00:14.3,  ,  ,00:38.2,00:50.6,00:57.0,01:15.4,01:28.5,2020년07월19일(일),흐림,불량,혼4,1400M
4964,6,1,켄터키망치,미,거,3세,52,이현종,강환민,(주)나스카,469,12.4,2.8,"계란형큰, 망사",1-   -   - 1- 1- 1- 3,00:13.4,  ,  ,00:36.8,00:49.2,00:55.4,01:14.7,01:29.3,2020년07월19일(일),흐림,불량,혼4,1400M
4965,7,6,불굴의러너,호,거,4세,55,빅투아르,김점오,이미양,496,8.3,2.8,"계란형큰, 망사눈",10-   -   - 10- 10- 10- 7,00:14.4,  ,  ,00:38.7,00:51.6,00:58.2,01:16.6,01:30.2,2020년07월19일(일),흐림,불량,혼4,1400M
4966,8,2,큐피드베이브,뉴,거,3세,52,송재철,신삼영,서순배,460,12.4,2.8,망사+,6-   -   - 8- 8- 8- 8,00:14.0,  ,  ,00:38.3,00:51.2,00:57.8,01:16.8,01:30.7,2020년07월19일(일),흐림,불량,혼4,1400M
4967,9,9,인천캡틴,미,수,4세,54,이혁,이희영,김재영a,502,12.4,2.8,망사,8-   -   - 9- 9- 9- 10,00:14.1,  ,  ,00:38.5,00:51.4,00:57.9,01:17.1,01:31.3,2020년07월19일(일),흐림,불량,혼4,1400M
4968,10,3,빅토리메신저,호,거,4세,51.5,이동하,배대선,서홍배,539,12.4,2.8,,4-   -   - 5- 6- 6- 9,00:13.7,  ,  ,00:37.8,00:50.5,00:56.9,01:16.9,01:32.7,2020년07월19일(일),흐림,불량,혼4,1400M
4969,1,5,레전드데이,미,수,2세,54.5,박태종,정호익,양순희,496,4.2,1.7,망사눈,4-   -   - 3- 2- 2- 1,00:13.4,  ,  ,00:24.1,00:35.8,00:41.9,  ,01:13.5,2020년07월19일(일),흐림,불량,혼4,1200M
4970,2,9,오클랜드삭스,뉴,거,3세,55.5,문세영,이신영,김창식,487,2,3.1,계란형큰+,5-   -   - 5- 4- 4- 2,00:13.6,  ,  ,00:24.5,00:36.2,00:42.4,  ,01:13.5,2020년07월19일(일),흐림,불량,혼4,1200M
4971,3,8,매직페인터,미,암,3세,54,이동하,강성오,이경희,494,71.2,9.2,망사눈,6-   -   - 6- 7- 6- 4,00:13.8,  ,  ,00:24.9,00:36.7,00:42.9,  ,01:14.7,2020년07월19일(일),흐림,불량,혼4,1200M
4972,4,1,톱플레이,미,수,3세,56,유승완,전승규,장석은,506,35.6,1.5,"JR러깅+, 눈가면,계란형큰-",1-   -   - 1- 1- 1- 3,00:13.4,  ,  ,00:24.0,00:35.8,00:41.9,  ,01:15.3,2020년07월19일(일),흐림,불량,혼4,1200M
4973,5,6,대마불사,미,수,3세,56,박현우,최용구,이미양,539,71.2,18.4,,12-   -   - 12- 12- 12- 8,00:15.8,  ,  ,00:27.0,00:38.6,00:44.7,  ,01:15.7,2020년07월19일(일),흐림,불량,혼4,1200M
4974,6,12,창성수호,뉴,수,3세,55.5,서승운,안해양,임흥호,463,71.2,3.1,,8-   -   - 8- 8- 8- 7,00:14.0,  ,  ,00:25.2,00:37.2,00:43.4,  ,01:15.8,2020년07월19일(일),흐림,불량,혼4,1200M
4975,7,2,거미손,뉴,수,3세,55.5,조상범,지용철,이수길,531,4.2,1.7,,2-   -   - 2- 3- 3- 5,00:13.4,  ,  ,00:24.1,00:35.9,00:42.0,  ,01:15.8,2020년07월19일(일),흐림,불량,혼4,1200M
4976,8,3,엘리트라인,미,수,3세,56,방춘식,이희영,태희종합건설,499,71.2,18.4,"망사, 승인편자",7-   -   - 7- 6- 5- 6,00:13.9,  ,  ,00:25.1,00:36.7,00:42.9,  ,01:16.2,2020년07월19일(일),흐림,불량,혼4,1200M
4977,9,10,우귀륭,미,암,3세,54,이혁,안해양,임흥호,480,71.2,3.1,"계란형큰-,망사눈-",9-   -   - 10- 10- 10- 9,00:14.2,  ,  ,00:25.9,00:38.0,00:44.2,  ,01:16.8,2020년07월19일(일),흐림,불량,혼4,1200M
4978,10,11,논스톱리워드,미,거,2세,54.5,김용근,신삼영,태립,461,11.9,3.1,망사눈+,10-   -   - 9- 9- 9- 11,00:14.4,  ,  ,00:25.5,00:37.5,00:43.7,  ,01:17.3,2020년07월19일(일),흐림,불량,혼4,1200M
4979,11,7,로열함성,뉴,수,3세,55.5,빅투아르,이관호,황의영,476,71.2,18.4,"계란형큰+, 망사눈",11-   -   - 11- 11- 11- 12,00:14.6,  ,  ,00:25.9,00:38.1,00:44.3,  ,01:17.7,2020년07월19일(일),흐림,불량,혼4,1200M
4980,12,4,환한미소,미,암,2세,52.5,송재철,구자흥,김한수,440,11.9,3.1,,3-   -   - 4- 5- 7- 10,00:13.4,  ,  ,00:24.3,00:36.5,00:43.0,  ,01:18.5,2020년07월19일(일),흐림,불량,혼4,1200M
4981,1,1,새내스퍼트,한,수,3세,54,함완식,홍대유,문금철,516,2.3,1,망사눈,1-   -   - 1- 1- 1- 1,00:13.6,  ,  ,00:36.5,00:49.1,00:55.4,01:13.6,01:26.6,2020년07월19일(일),흐림,불량,국4,1400M
4982,2,3,맘마로마,한,암,4세,52.5,빅투아르,리카디,김용래,479,8.1,4.3,"망사눈+, 혀끈,망사-",3-   -   - 2- 2- 2- 2,00:13.6,  ,  ,00:36.6,00:49.2,00:55.5,01:14.2,01:28.0,2020년07월19일(일),흐림,불량,국4,1400M
4983,3,6,대군파워,한,거,4세,56.5,임기원,최용구,표종순,469,8.1,1.4,혀끈,5-   -   - 4- 4- 5- 3,00:13.8,  ,  ,00:36.8,00:49.4,00:55.8,01:14.4,01:28.1,2020년07월19일(일),흐림,불량,국4,1400M
4984,4,5,백스핀,한,암,4세,52,박을운,이관호,이경희,450,9.8,8.5,"계란형큰,망사+,망사눈-",7-   -   - 7- 7- 6- 6,00:14.0,  ,  ,00:37.2,00:49.9,00:56.2,01:15.0,01:28.2,2020년07월19일(일),흐림,불량,국4,1400M
4985,5,7,스카이스톰,한,수,5세,51,하정훈,손영표,권용수,471,9.8,8.5,"계란형큰, 눈가면",6-   -   - 5- 5- 3- 4,00:13.9,  ,  ,00:37.0,00:49.4,00:55.7,01:14.7,01:28.8,2020년07월19일(일),흐림,불량,국4,1400M
4986,6,8,백두의정상,한,거,5세,54,안토니오,서인석,코리아호스랜드,469,9.8,4.3,"계란형큰, 눈가면",9-   -   - 8- 8- 8- 7,00:14.1,  ,  ,00:37.4,00:50.0,00:56.3,01:15.1,01:28.8,2020년07월19일(일),흐림,불량,국4,1400M
4987,7,10,여울이,한,암,5세,52,송재철,토니,허훈,518,48.8,8.5,"계란형큰, 혀끈, 눈가면",10-   -   - 9- 9- 9- 9,00:14.2,  ,  ,00:37.5,00:50.1,00:56.6,01:15.5,01:28.8,2020년07월19일(일),흐림,불량,국4,1400M
4988,8,2,델타브라더,한,수,4세,55,김동수,강환민,이성인,490,8.1,1.4,"계란형큰, 망사",2-   -   - 3- 3- 4- 5,00:13.6,  ,  ,00:36.8,00:49.4,00:55.8,01:14.9,01:29.1,2020년07월19일(일),흐림,불량,국4,1400M
